time,ego_id,target_id,distance,relative_speed,camera,ultrasonic,angle,risk_score
756,182,560,7.639,0.386,0.897,0,2.003,0.197
756,182,63,79.189,0.386,0.457,0,2.876,0.079
756,182,69,48.189,0.386,0.58,0,2.62,0.102
756,182,85,31.681,0.386,0.678,0,2.426,0.122
756,182,86,26.741,3.034,0.714,0,-1.571,0.161
756,182,91,54.821,0.386,0.549,0,2.689,0.096
757,508,118,59.847,0.0,0.527,0,-1.624,0.087
757,508,155,29.929,0.0,0.69,0,-1.678,0.12
757,508,176,22.485,0.0,0.748,0,-1.714,0.133
757,508,181,37.395,0.0,0.641,0,-1.656,0.109
757,508,217,7.929,0.0,0.894,0,-1.986,0.19
757,508,221,15.098,0.0,0.815,0,-1.784,0.153
757,508,232,52.514,0.003,0.559,0,-1.571,0.093
757,508,238,3.21,0.0,0.954,1,3.065,0.312
757,508,250,8.383,0.0,0.888,0,1.962,0.187
757,508,263,28.084,0.0,0.704,0,1.196,0.123
757,508,287,78.617,0.0,0.459,0,0.296,0.075
757,508,316,57.469,0.0,0.537,0,0.411,0.089
757,508,343,15.581,0.0,0.811,0,1.778,0.152
757,508,367,22.933,0.0,0.744,0,1.702,0.132
757,508,385,26.283,0.0,0.717,0,1.465,0.126
757,508,386,32.263,0.0,0.674,0,0.791,0.116
757,508,40,22.504,0.0,0.748,0,-1.571,0.133
757,508,401,31.609,0.0,0.678,0,0.974,0.117
757,508,414,36.36,0.0,0.647,0,0.802,0.11
757,508,434,27.51,0.0,0.708,0,0.986,0.124
757,508,439,24.191,0.0,0.734,0,1.247,0.13
757,508,443,22.433,0.0,0.748,0,1.556,0.134
757,508,488,15.002,0.0,0.816,0,1.571,0.154
757,508,491,7.501,0.0,0.899,0,1.571,0.194
757,508,506,48.016,0.0,0.581,0,0.576,0.097
757,508,512,7.501,0.0,0.899,0,-1.571,0.194
757,508,514,15.002,0.0,0.816,0,-1.571,0.154
757,508,549,68.006,0.0,0.495,0,0.394,0.082
757,508,575,30.005,0.001,0.69,0,-1.571,0.12
757,508,609,37.508,0.002,0.64,0,-1.571,0.109
757,508,630,45.011,0.002,0.597,0,-1.571,0.1
757,508,72,61.149,0.0,0.522,0,0.442,0.086
757,508,89,74.083,0.0,0.474,0,-1.494,0.078
757,508,93,52.358,0.0,0.56,0,-1.632,0.093
758,285,114,74.691,0.005,0.472,0,-0.783,0.077
758,285,150,65.872,0.0,0.503,0,-2.367,0.083
758,285,173,69.582,0.093,0.489,0,-0.706,0.082
758,285,174,71.322,0.0,0.483,0,-2.291,0.079
758,285,193,56.402,0.0,0.542,0,-2.558,0.09
758,285,206,37.605,0.097,0.639,0,0.0,0.11
758,285,220,30.007,0.002,0.69,0,0.0,0.12
758,285,234,22.503,0.0,0.748,0,0.0,0.133
758,285,258,49.734,0.0,0.573,0,-2.812,0.096
758,285,26,8.76,0.0,0.884,0,2.768,0.184
758,285,267,15.002,0.0,0.816,0,0.0,0.154
758,285,275,7.501,0.0,0.899,0,0.0,0.194
758,285,292,58.66,0.001,0.532,0,3.087,0.088
758,285,298,7.501,0.0,0.899,0,3.142,0.194
758,285,302,15.002,0.0,0.816,0,3.142,0.154
758,285,307,48.5,0.0,0.579,0,-2.701,0.097
758,285,312,52.145,0.0,0.561,0,-2.57,0.094
758,285,326,38.292,0.0,0.635,0,3.058,0.108
758,285,356,30.824,0.0,0.684,0,3.038,0.118
758,285,362,23.376,0.0,0.74,0,3.004,0.132
758,285,366,15.979,0.0,0.807,0,2.94,0.15
758,285,395,3.266,0.0,0.953,1,1.772,0.31
758,285,396,7.559,0.001,0.898,0,0.437,0.193
758,285,403,72.882,0.0,0.478,0,-2.217,0.078
758,285,427,14.704,0.005,0.819,0,0.219,0.155
758,285,493,29.582,0.057,0.693,0,0.108,0.121
758,285,530,37.135,0.12,0.642,0,0.086,0.111
758,285,627,52.791,0.398,0.558,0,0.057,0.098
758,285,703,60.064,1.833,0.526,0,-0.363,0.109
759,414,176,56.15,0.0,0.543,0,-2.103,0.09
759,414,217,43.885,0.0,0.603,0,-2.277,0.102
759,414,221,49.831,0.0,0.572,0,-2.179,0.096
759,414,250,33.899,0.0,0.663,0,-2.568,0.114
759,414,263,15.002,0.0,0.816,0,3.142,0.154
759,414,281,75.251,0.0,0.47,0,-0.119,0.077
759,414,307,78.452,0.0,0.459,0,-0.31,0.075
759,414,310,35.063,0.0,0.655,0,-0.091,0.112
759,414,343,30.488,0.0,0.686,0,-2.776,0.119
759,414,352,12.82,0.0,0.839,0,-0.252,0.162
759,414,354,20.171,0.0,0.768,0,-0.159,0.139
759,414,372,5.863,0.0,0.919,1,-0.577,0.261
759,414,385,22.503,0.0,0.748,0,3.142,0.133
759,414,386,4.116,0.0,0.942,1,-2.251,0.289
759,414,40,54.816,0.0,0.549,0,-2.05,0.091
759,414,401,7.501,0.0,0.899,0,3.142,0.194
759,414,434,10.584,0.0,0.863,0,-2.834,0.173
759,414,439,17.879,0.0,0.789,0,-2.962,0.145
759,414,457,7.501,0.0,0.899,0,0.0,0.194
759,414,488,27.621,0.0,0.707,0,-2.727,0.124
759,414,491,31.405,0.0,0.68,0,-2.506,0.117
759,414,506,15.002,0.0,0.816,0,0.0,0.154
759,414,514,48.284,0.0,0.58,0,-2.122,0.097
759,414,549,37.505,0.0,0.64,0,0.0,0.109
760,192,108,29.59,0.006,0.693,0,1.876,0.12
760,192,110,46.509,0.006,0.589,0,2.4,0.099
760,192,111,32.64,0.006,0.671,0,2.097,0.116
760,192,121,54.313,0.006,0.551,0,2.595,0.092
760,192,15,62.808,1.427,0.515,0,-1.622,0.102
760,192,158,15.018,0.006,0.816,0,1.571,0.154
760,192,166,22.519,0.006,0.748,0,1.571,0.133
760,192,182,7.509,0.003,0.899,0,1.571,0.194
760,192,210,23.569,0.485,0.739,0,-1.571,0.137
760,192,214,7.544,0.058,0.898,0,-1.571,0.194
760,192,228,32.65,2.108,0.671,0,-1.571,0.141
760,192,248,71.226,1.32,0.483,0,-1.602,0.095
760,192,282,79.667,0.346,0.456,0,-2.105,0.079
760,192,294,74.348,0.301,0.473,0,-1.834,0.081
760,192,35,60.847,0.006,0.523,0,2.659,0.087
760,192,398,79.779,0.066,0.455,0,-2.022,0.075
760,192,415,45.091,0.794,0.597,0,-1.642,0.11
760,192,422,36.664,0.875,0.645,0,-1.658,0.121
760,192,425,28.187,0.358,0.703,0,-1.685,0.127
760,192,430,19.91,1.716,0.77,0,-1.732,0.16
760,192,437,10.178,0.325,0.868,0,-1.891,0.179
760,192,504,3.514,0.357,0.95,1,-2.716,0.308
760,192,511,7.209,0.316,0.902,0,2.031,0.2
760,192,560,14.654,0.051,0.82,0,1.791,0.156
760,192,60,71.561,0.006,0.482,0,2.687,0.079
760,192,69,52.285,0.006,0.56,0,2.497,0.094
760,192,73,38.155,0.006,0.636,0,1.655,0.108
760,192,85,36.983,0.006,0.643,0,2.274,0.11
760,192,86,15.134,0.863,0.815,0,-1.571,0.164
761,105,109,65.075,0.002,0.506,0,2.348,0.084
761,105,134,74.546,0.002,0.472,0,3.099,0.077
761,105,142,7.503,0.002,0.899,0,3.142,0.194
761,105,143,70.169,0.002,0.487,0,2.22,0.08
761,105,149,22.505,0.002,0.748,0,3.142,0.133
761,105,15,54.834,2.004,0.549,0,0.129,0.115
761,105,151,64.353,0.002,0.509,0,2.291,0.084
761,105,179,43.794,0.005,0.604,0,2.891,0.102
761,105,210,75.47,0.575,0.469,0,0.703,0.084
761,105,215,58.823,0.002,0.531,0,3.142,0.088
761,105,223,35.962,0.002,0.65,0,3.052,0.111
761,105,235,65.413,1.846,0.505,0,0.494,0.105
761,105,242,21.062,0.002,0.76,0,2.989,0.137
761,105,269,13.695,0.002,0.83,0,2.906,0.158
761,105,274,6.637,0.002,0.909,0,2.639,0.202
761,105,277,9.746,0.065,0.872,0,0.335,0.178
761,105,282,17.137,0.201,0.796,0,0.188,0.149
761,105,286,3.618,0.002,0.949,1,1.085,0.301
761,105,294,39.056,0.845,0.631,0,0.0,0.117
761,105,295,24.76,0.459,0.729,0,0.13,0.134
761,105,398,22.798,0.034,0.745,0,0.0,0.133
761,105,423,15.247,0.058,0.814,0,0.0,0.154
761,105,425,69.489,0.512,0.49,0,0.672,0.087
761,105,495,7.623,0.119,0.897,0,0.0,0.194
761,105,542,15.004,0.002,0.816,0,3.142,0.154
761,105,67,70.62,0.002,0.486,0,2.273,0.08
762,41,110,57.211,0.0,0.538,0,0.056,0.089
762,41,111,75.01,0.0,0.471,0,0.0,0.077
762,41,112,10.831,0.0,0.86,0,-2.486,0.171
762,41,115,69.996,0.0,0.488,0,3.142,0.08
762,41,125,47.493,0.0,0.584,0,3.142,0.098
762,41,129,14.771,0.0,0.819,0,2.495,0.154
762,41,132,23.247,0.0,0.741,0,-1.949,0.132
762,41,136,7.501,0.0,0.899,0,0.0,0.194
762,41,137,33.544,0.0,0.665,0,1.93,0.114
762,41,141,20.198,0.0,0.767,0,2.194,0.139
762,41,143,44.934,0.0,0.597,0,-1.763,0.1
762,41,147,37.599,0.0,0.639,0,-1.801,0.109
762,41,186,67.161,0.0,0.498,0,-1.699,0.082
762,41,20,35.522,0.0,0.652,0,3.051,0.112
762,41,244,30.004,0.0,0.69,0,0.0,0.12
762,41,293,33.25,0.0,0.667,0,-1.933,0.115
762,41,301,26.371,0.0,0.717,0,-2.034,0.126
762,41,303,19.945,0.0,0.77,0,-2.203,0.139
762,41,35,37.505,0.0,0.64,0,0.0,0.109
762,41,403,42.665,0.0,0.61,0,1.773,0.103
762,41,416,35.35,0.0,0.653,0,1.816,0.112
762,41,48,4.31,0.0,0.939,1,2.305,0.285
762,41,51,5.615,0.0,0.922,1,0.606,0.264
762,41,54,17.489,0.0,0.792,0,3.142,0.146
762,41,61,34.766,0.0,0.657,0,0.092,0.113
762,41,63,15.002,0.0,0.816,0,0.0,0.154
762,41,64,72.195,0.003,0.48,0,0.044,0.079
762,41,67,47.576,0.0,0.584,0,-1.821,0.098
762,41,69,49.724,0.0,0.573,0,0.064,0.096
762,41,70,16.511,0.0,0.801,0,-2.118,0.149
762,41,75,12.531,0.0,0.842,0,0.258,0.163
762,41,77,21.114,0.0,0.759,0,1.99,0.137
762,41,82,57.969,0.0,0.535,0,3.086,0.089
762,41,83,32.491,0.0,0.672,0,3.142,0.116
762,41,87,19.876,0.0,0.77,0,0.162,0.14
762,41,92,30.345,0.0,0.687,0,-1.858,0.119
762,41,94,39.992,0.0,0.625,0,3.142,0.106
762,41,98,20.625,0.0,0.764,0,2.986,0.138
763,290,188,48.336,0.0,0.58,0,-0.925,0.097
763,290,225,37.464,0.0,0.64,0,-0.681,0.109
763,290,253,22.503,0.0,0.748,0,0.0,0.133
763,290,258,33.255,0.0,0.667,0,-0.505,0.115
763,290,265,15.002,0.0,0.816,0,0.0,0.154
763,290,285,76.189,0.026,0.467,0,0.0,0.077
763,290,287,7.501,0.0,0.899,0,0.0,0.194
763,290,288,34.898,0.0,0.656,0,-0.388,0.112
763,290,292,17.879,0.0,0.789,0,0.18,0.145
763,290,298,68.662,0.0,0.493,0,0.0,0.081
763,290,309,46.159,0.0,0.591,0,0.0,0.099
763,290,310,7.501,0.0,0.899,0,3.142,0.194
763,290,312,42.884,0.0,0.609,0,-0.718,0.103
763,290,316,15.002,0.0,0.816,0,3.142,0.154
763,290,385,65.0,0.0,0.506,0,3.092,0.084
763,290,403,66.571,0.0,0.5,0,-1.064,0.082
763,290,443,67.361,0.0,0.497,0,-3.134,0.082
763,290,457,35.063,0.0,0.655,0,3.05,0.112
763,290,506,27.602,0.0,0.707,0,3.025,0.124
763,290,549,5.863,0.0,0.919,1,2.564,0.261
763,290,554,4.116,0.0,0.942,1,0.891,0.289
763,290,598,10.584,0.0,0.863,0,0.307,0.173
763,290,72,12.82,0.0,0.839,0,2.889,0.162
764,91,109,78.304,0.0,0.46,0,-2.33,0.075
764,91,110,15.002,0.0,0.816,0,0.0,0.154
764,91,121,4.31,0.0,0.939,1,-0.837,0.285
764,91,124,54.512,0.0,0.55,0,0.563,0.092
764,91,127,47.659,1.986,0.583,0,0.257,0.122
764,91,129,54.208,0.0,0.552,0,3.036,0.092
764,91,137,60.84,0.0,0.523,0,2.66,0.087
764,91,150,74.008,0.0,0.474,0,2.387,0.078
764,91,157,73.669,1.348,0.475,0,0.838,0.094
764,91,159,64.66,0.0,0.508,0,2.557,0.084
764,91,166,50.09,0.0,0.571,0,-0.179,0.095
764,91,174,69.085,0.0,0.491,0,2.466,0.081
764,91,175,74.956,0.0,0.471,0,0.908,0.077
764,91,188,79.336,0.0,0.457,0,2.318,0.075
764,91,214,62.797,0.009,0.515,0,-0.668,0.085
764,91,244,12.531,0.0,0.842,0,-2.883,0.163
764,91,249,68.21,0.0,0.494,0,-2.482,0.081
764,91,266,19.876,0.0,0.77,0,-2.98,0.14
764,91,28,18.173,0.0,0.786,0,-0.177,0.144
764,91,301,60.197,0.0,0.525,0,-2.68,0.087
764,91,319,79.397,0.0,0.456,0,2.264,0.075
764,91,35,5.615,0.0,0.922,1,-2.535,0.264
764,91,50,10.869,0.0,0.86,0,-0.299,0.171
764,91,511,53.872,1.379,0.553,0,-0.544,0.109
764,91,60,15.002,0.0,0.816,0,3.142,0.154
764,91,61,7.501,0.0,0.899,0,3.142,0.194
764,91,64,30.004,0.0,0.69,0,0.0,0.12
764,91,69,7.501,0.0,0.899,0,0.0,0.194
764,91,73,46.15,5.696,0.591,0,-0.05,0.168
765,212,109,15.002,0.0,0.816,0,1.571,0.154
765,212,112,62.077,0.0,0.518,0,1.519,0.086
765,212,126,10.013,0.0,0.869,0,1.245,0.176
765,212,131,78.239,0.0,0.46,0,1.979,0.075
765,212,136,71.256,0.0,0.483,0,1.297,0.079
765,212,138,6.376,0.0,0.913,0,-1.045,0.205
765,212,151,17.287,0.0,0.794,0,1.385,0.146
765,212,169,15.002,0.0,0.816,0,-1.571,0.154
765,212,179,20.765,0.0,0.762,0,-1.416,0.137
765,212,186,3.766,0.0,0.947,1,0.556,0.297
765,212,201,7.501,0.0,0.899,0,-1.571,0.194
765,212,209,13.403,0.0,0.833,0,-1.33,0.16
765,212,215,34.066,0.0,0.662,0,-1.969,0.114
765,212,226,7.501,0.0,0.899,0,1.571,0.194
765,212,230,37.614,0.0,0.639,0,-2.154,0.109
765,212,239,33.088,0.0,0.668,0,-1.021,0.115
765,212,242,37.559,0.0,0.64,0,-0.849,0.109
765,212,271,53.414,0.001,0.555,0,-2.513,0.092
765,212,276,59.646,0.001,0.528,0,-2.587,0.087
765,212,286,55.076,0.0,0.548,0,-0.538,0.091
765,212,300,79.824,0.048,0.455,0,-2.737,0.075
765,212,489,65.27,0.0,0.505,0,-2.695,0.083
765,212,62,35.377,0.0,0.653,0,-2.219,0.112
765,212,67,22.503,0.0,0.748,0,1.571,0.133
765,212,81,69.855,0.0,0.488,0,1.761,0.08
765,212,88,73.576,0.0,0.475,0,1.791,0.078
765,212,94,74.168,0.0,0.473,0,1.961,0.078
766,157,111,60.758,0.261,0.523,0,-1.844,0.09
766,157,113,18.969,0.261,0.778,0,-1.74,0.145
766,157,114,11.644,0.261,0.851,0,-1.849,0.17
766,157,121,74.673,0.261,0.472,0,-2.241,0.08
766,157,173,4.888,0.261,0.932,1,-2.285,0.278
766,157,175,4.973,0.261,0.931,1,2.27,0.276
766,157,177,11.752,0.26,0.85,0,1.847,0.17
766,157,178,19.08,0.258,0.777,0,1.739,0.145
766,157,183,26.511,0.255,0.715,0,1.692,0.129
766,157,26,78.305,0.261,0.46,0,2.534,0.078
766,157,275,62.655,0.84,0.516,0,2.418,0.095
766,157,28,66.398,0.261,0.501,0,-2.063,0.086
766,157,298,75.882,0.23,0.468,0,2.563,0.079
766,157,396,66.541,0.261,0.5,0,2.405,0.086
766,157,50,70.257,0.261,0.487,0,-2.158,0.083
766,157,61,79.271,0.261,0.457,0,-2.37,0.078
766,157,643,39.609,0.25,0.627,0,1.571,0.109
766,157,683,31.802,0.206,0.677,0,1.571,0.119
766,157,733,16.407,0.764,0.803,0,1.571,0.158
766,157,734,7.828,0.05,0.895,0,1.571,0.191
767,69,103,15.002,0.0,0.816,0,0.0,0.154
767,69,107,39.902,6.136,0.626,0,0.257,0.18
767,69,108,34.556,1.253,0.659,0,-0.099,0.128
767,69,110,7.501,0.0,0.899,0,0.0,0.194
767,69,112,59.028,0.0,0.53,0,-2.975,0.088
767,69,114,58.606,0.0,0.532,0,0.852,0.088
767,69,121,5.616,0.0,0.922,1,-2.535,0.264
767,69,124,46.152,2.783,0.591,0,0.581,0.133
767,69,150,79.638,0.0,0.456,0,2.451,0.075
767,69,177,76.981,0.0,0.464,0,1.046,0.076
767,69,228,74.29,0.033,0.473,0,-0.973,0.078
767,69,244,19.876,0.0,0.77,0,-2.98,0.14
767,69,28,10.869,0.0,0.86,0,-0.299,0.171
767,69,301,66.998,0.0,0.499,0,-2.73,0.082
767,69,303,64.366,0.0,0.509,0,-2.837,0.084
767,69,334,79.123,0.0,0.457,0,2.397,0.075
767,69,35,12.531,0.0,0.842,0,-2.883,0.163
767,69,41,49.724,0.0,0.573,0,-3.077,0.096
767,69,50,4.309,0.0,0.939,1,-0.837,0.285
767,69,504,54.071,0.647,0.552,0,-0.776,0.1
767,69,560,44.218,0.404,0.601,0,-0.51,0.106
767,69,61,15.002,0.0,0.816,0,3.142,0.154
767,69,63,34.766,0.0,0.657,0,-3.049,0.113
767,69,64,22.503,0.0,0.748,0,0.0,0.133
767,69,75,37.505,0.0,0.64,0,3.142,0.109
767,69,77,60.391,0.0,0.525,0,2.872,0.087
767,69,85,18.172,0.0,0.786,0,-0.177,0.144
767,69,88,77.497,0.0,0.462,0,3.142,0.076
767,69,91,7.501,0.0,0.899,0,3.142,0.194
768,234,113,65.43,1.506,0.505,0,-1.286,0.101
768,234,178,29.204,3.196,0.695,0,-0.89,0.159
768,234,185,19.927,3.191,0.77,0,-0.396,0.178
768,234,206,17.756,3.093,0.79,0,-0.015,0.182
768,234,220,9.819,1.561,0.872,0,0.0,0.196
768,234,267,12.311,1.35,0.844,0,3.142,0.18
768,234,275,22.071,1.4,0.751,0,3.142,0.151
768,234,285,32.926,2.222,0.669,0,3.142,0.142
768,234,298,41.59,2.944,0.616,0,3.142,0.139
768,234,309,64.549,3.188,0.508,0,3.142,0.122
768,234,356,65.291,3.196,0.505,0,3.093,0.122
768,234,395,35.353,3.196,0.653,0,3.051,0.15
768,234,396,27.891,3.196,0.705,0,3.027,0.161
768,234,427,20.458,3.196,0.765,0,2.985,0.176
768,234,442,13.102,3.196,0.836,0,2.895,0.199
768,234,493,6.109,3.196,0.916,0,2.59,0.246
768,234,530,3.939,3.196,0.944,1,0.948,0.331
768,234,606,10.308,3.196,0.866,0,0.316,0.212
768,234,627,17.576,3.196,0.791,0,0.179,0.184
768,234,683,23.556,3.189,0.739,0,-0.412,0.169
768,234,733,33.022,3.183,0.669,0,-0.858,0.153
768,234,734,39.212,2.473,0.63,0,-0.988,0.137
769,508,156,67.338,0.0,0.497,0,-1.618,0.082
769,508,181,37.395,0.0,0.641,0,-1.656,0.109
769,508,217,7.929,0.0,0.894,0,-1.986,0.19
769,508,221,15.098,0.0,0.815,0,-1.784,0.153
769,508,232,52.507,0.0,0.559,0,-1.571,0.093
769,508,238,3.21,0.0,0.954,1,3.065,0.312
769,508,250,8.383,0.0,0.888,0,1.962,0.187
769,508,263,28.084,0.0,0.704,0,1.196,0.123
769,508,316,57.469,0.0,0.537,0,0.411,0.089
769,508,343,15.581,0.0,0.811,0,1.778,0.152
769,508,352,44.122,0.0,0.602,0,0.547,0.101
769,508,372,37.915,0.0,0.637,0,0.65,0.108
769,508,385,26.283,0.0,0.717,0,1.465,0.126
769,508,386,32.263,0.0,0.674,0,0.791,0.116
769,508,40,22.503,0.0,0.748,0,-1.571,0.133
769,508,401,31.609,0.0,0.678,0,0.974,0.117
769,508,414,36.36,0.0,0.647,0,0.802,0.11
769,508,457,41.923,0.0,0.614,0,0.673,0.104
769,508,488,15.002,0.0,0.816,0,1.571,0.154
769,508,491,7.501,0.0,0.899,0,1.571,0.194
769,508,512,7.501,0.0,0.899,0,-1.571,0.194
769,508,514,15.002,0.0,0.816,0,-1.571,0.154
769,508,575,30.004,0.0,0.69,0,-1.571,0.12
769,508,609,37.505,0.0,0.64,0,-1.571,0.109
769,508,636,60.008,0.0,0.526,0,-1.571,0.087
769,508,72,61.149,0.0,0.522,0,0.442,0.086
770,422,103,79.944,0.59,0.455,0,1.87,0.081
770,422,105,56.807,0.514,0.54,0,-2.65,0.096
770,422,15,23.031,0.462,0.743,0,-1.583,0.138
770,422,166,67.559,0.59,0.497,0,1.523,0.089
770,422,192,45.094,0.59,0.597,0,1.5,0.107
770,422,214,37.615,0.59,0.639,0,1.486,0.116
770,422,228,15.308,0.588,0.813,0,1.36,0.16
770,422,235,8.124,0.588,0.891,0,1.166,0.196
770,422,236,3.2,0.575,0.954,1,-0.014,0.319
770,422,240,8.231,0.532,0.89,0,-1.171,0.194
770,422,248,15.541,0.434,0.811,0,-1.363,0.157
770,422,251,23.094,0.187,0.743,0,-1.437,0.134
770,422,269,71.697,0.59,0.482,0,-2.806,0.086
770,422,277,50.991,0.59,0.567,0,-2.66,0.102
770,422,28,78.228,0.109,0.46,0,1.932,0.077
770,422,286,57.744,0.59,0.536,0,-2.72,0.096
770,422,295,38.33,0.59,0.635,0,-2.478,0.115
770,422,361,24.819,0.582,0.729,0,-1.883,0.136
770,422,376,29.051,0.327,0.696,0,-1.966,0.125
770,422,415,7.727,0.373,0.896,0,-1.571,0.196
770,422,425,8.233,0.098,0.89,0,1.571,0.189
770,422,430,16.692,0.111,0.8,0,1.571,0.15
770,422,511,43.481,0.506,0.605,0,1.571,0.108
770,422,57,15.455,0.472,0.812,0,-1.571,0.158
770,422,64,78.06,0.59,0.461,0,1.778,0.082
770,422,86,30.148,0.59,0.689,0,1.464,0.126
771,60,108,61.125,0.479,0.522,0,-0.107,0.092
771,60,112,37.026,0.0,0.643,0,-2.874,0.11
771,60,121,18.208,0.036,0.785,0,-0.177,0.144
771,60,129,39.321,0.0,0.629,0,2.996,0.107
771,60,136,19.876,0.0,0.77,0,-2.98,0.14
771,60,141,41.084,0.0,0.619,0,2.814,0.105
771,60,147,53.473,0.0,0.555,0,-2.302,0.092
771,60,159,52.806,0.0,0.558,0,2.399,0.093
771,60,214,75.15,0.0,0.47,0,-0.544,0.077
771,60,244,4.31,0.0,0.939,1,-0.837,0.285
771,60,266,5.615,0.0,0.922,1,-2.535,0.264
771,60,28,34.312,0.701,0.66,0,-0.093,0.122
771,60,301,47.237,0.0,0.585,0,-2.539,0.098
771,60,35,10.869,0.0,0.86,0,-0.299,0.171
771,60,399,58.304,0.0,0.533,0,2.23,0.088
771,60,41,27.306,0.0,0.709,0,-3.024,0.124
771,60,50,25.929,0.291,0.72,0,-0.124,0.13
771,60,504,74.408,0.527,0.473,0,-0.607,0.084
771,60,61,7.501,0.0,0.899,0,0.0,0.194
771,60,63,12.531,0.0,0.842,0,-2.883,0.163
771,60,64,45.006,0.0,0.597,0,0.0,0.1
771,60,75,15.002,0.0,0.816,0,3.142,0.154
771,60,81,52.205,0.0,0.561,0,-3.08,0.094
771,60,83,59.694,0.0,0.528,0,-3.088,0.087
771,60,87,7.501,0.0,0.899,0,3.142,0.194
771,60,91,15.002,0.0,0.816,0,0.0,0.154
771,60,94,67.186,0.0,0.498,0,-3.094,0.082
772,536,150,69.517,0.0,0.49,0,-0.788,0.081
772,536,193,59.822,0.0,0.527,0,-0.61,0.087
772,536,263,37.505,0.0,0.64,0,3.142,0.109
772,536,265,35.063,0.0,0.655,0,-0.091,0.112
772,536,287,27.602,0.0,0.707,0,-0.116,0.124
772,536,290,20.17,0.0,0.768,0,-0.159,0.139
772,536,292,37.505,0.0,0.64,0,0.0,0.109
772,536,310,12.82,0.0,0.839,0,-0.252,0.162
772,536,316,5.863,0.0,0.919,1,-0.577,0.261
772,536,352,10.584,0.0,0.863,0,-2.834,0.173
772,536,354,4.116,0.0,0.942,1,-2.251,0.289
772,536,372,17.879,0.0,0.789,0,-2.962,0.145
772,536,385,45.006,0.0,0.597,0,3.142,0.1
772,536,386,25.295,0.0,0.725,0,-3.015,0.128
772,536,399,75.052,0.0,0.47,0,-0.801,0.077
772,536,457,15.002,0.0,0.816,0,3.142,0.154
772,536,491,51.286,0.0,0.565,0,-2.77,0.094
772,536,506,7.501,0.0,0.899,0,3.142,0.194
772,536,508,54.462,0.0,0.55,0,-2.641,0.092
772,536,512,58.434,0.0,0.533,0,-2.528,0.088
772,536,549,15.002,0.0,0.816,0,0.0,0.154
772,536,554,22.503,0.0,0.748,0,0.0,0.133
772,536,575,73.721,0.0,0.475,0,-2.276,0.078
772,536,72,7.501,0.0,0.899,0,0.0,0.194
773,303,109,37.505,0.0,0.64,0,-1.571,0.109
773,303,112,10.013,0.0,0.869,0,1.246,0.176
773,303,121,60.075,0.827,0.526,0,0.271,0.097
773,303,125,39.163,0.0,0.63,0,2.718,0.107
773,303,126,43.138,0.0,0.607,0,-1.497,0.102
773,303,129,24.99,0.0,0.727,0,1.571,0.128
773,303,132,6.376,0.0,0.913,0,-1.045,0.205
773,303,136,25.118,0.0,0.726,0,0.695,0.128
773,303,141,32.491,0.0,0.672,0,1.571,0.116
773,303,143,28.2,0.0,0.703,0,-1.457,0.123
773,303,151,35.662,0.0,0.651,0,-1.481,0.111
773,303,159,54.994,0.0,0.548,0,1.571,0.091
773,303,169,67.509,0.0,0.497,0,-1.571,0.082
773,303,174,62.495,0.0,0.516,0,1.571,0.085
773,303,226,45.006,0.0,0.597,0,-1.571,0.1
773,303,244,44.799,0.018,0.598,0,0.367,0.101
773,303,249,22.503,0.0,0.748,0,-1.571,0.133
773,303,293,15.002,0.0,0.816,0,-1.571,0.154
773,303,301,7.501,0.0,0.899,0,-1.571,0.194
773,303,399,65.46,0.0,0.505,0,1.522,0.083
773,303,41,19.945,0.0,0.77,0,0.938,0.139
773,303,48,21.243,0.0,0.758,0,1.138,0.136
773,303,50,68.523,1.114,0.493,0,0.237,0.095
773,303,51,25.32,0.0,0.725,0,0.866,0.128
773,303,54,17.069,0.0,0.796,0,1.911,0.147
773,303,70,3.767,0.0,0.947,1,0.556,0.297
773,303,75,30.715,0.0,0.685,0,0.679,0.118
773,303,77,35.522,0.0,0.652,0,1.481,0.112
773,303,87,36.855,0.0,0.644,0,0.551,0.11
773,303,92,13.403,0.0,0.833,0,-1.33,0.16
773,303,94,32.47,0.0,0.672,0,2.623,0.116
773,303,97,71.256,0.0,0.483,0,2.867,0.079
774,508,155,29.929,0.0,0.69,0,-1.678,0.12
774,508,217,7.929,0.0,0.894,0,-1.986,0.19
774,508,221,15.098,0.0,0.815,0,-1.784,0.153
774,508,238,3.21,0.0,0.954,1,3.065,0.312
774,508,250,8.383,0.0,0.888,0,1.962,0.187
774,508,343,15.581,0.0,0.811,0,1.778,0.152
774,508,354,50.68,0.0,0.568,0,0.47,0.095
774,508,367,22.933,0.0,0.744,0,1.702,0.132
774,508,372,37.915,0.0,0.637,0,0.65,0.108
774,508,40,22.503,0.0,0.748,0,-1.571,0.133
774,508,434,27.51,0.0,0.708,0,0.986,0.124
774,508,488,15.002,0.0,0.816,0,1.571,0.154
774,508,491,7.501,0.0,0.899,0,1.571,0.194
774,508,512,7.501,0.0,0.899,0,-1.571,0.194
774,508,514,15.002,0.0,0.816,0,-1.571,0.154
774,508,536,54.462,0.0,0.55,0,0.501,0.092
774,508,554,74.986,0.0,0.471,0,0.356,0.077
774,508,609,37.505,0.0,0.64,0,-1.571,0.109
774,508,636,60.008,0.0,0.526,0,-1.571,0.087
774,508,89,74.083,0.0,0.474,0,-1.494,0.078
